scenario,spp,METRIC_SUBTYPE,METRIC,n,value
scenario3_combo_alt,YEWA,Riparian landbird habitat,Yellow Warbler,26,76597
scenario3_combo_alt,TOTAL,Riparian landbird habitat,Total,26,2068678
baseline,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,27,33965
baseline,BHGR,Riparian landbird habitat,Black-headed Grosbeak,27,54287
baseline,COYE,Riparian landbird habitat,Common Yellowthroat,27,520311
baseline,LAZB,Riparian landbird habitat,Lazuli Bunting,27,431682
baseline,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,27,20455
baseline,SOSP,Riparian landbird habitat,Song Sparrow,27,1967669
baseline,SPTO,Riparian landbird habitat,Spotted Towhee,27,556687
baseline,YBCH,Riparian landbird habitat,Yellow-breasted Chat,27,8518
baseline,YEWA,Riparian landbird habitat,Yellow Warbler,27,192025
baseline,TOTAL,Riparian landbird habitat,Total,27,2567149
scenario1_restoration,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,27,73264
scenario1_restoration,BHGR,Riparian landbird habitat,Black-headed Grosbeak,27,85131
scenario1_restoration,COYE,Riparian landbird habitat,Common Yellowthroat,27,583988
scenario1_restoration,LAZB,Riparian landbird habitat,Lazuli Bunting,27,462110
scenario1_restoration,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,27,65244
scenario1_restoration,SOSP,Riparian landbird habitat,Song Sparrow,27,1948665
scenario1_restoration,SPTO,Riparian landbird habitat,Spotted Towhee,27,631858
scenario1_restoration,YBCH,Riparian landbird habitat,Yellow-breasted Chat,27,11802
scenario1_restoration,YEWA,Riparian landbird habitat,Yellow Warbler,27,183568
scenario1_restoration,TOTAL,Riparian landbird habitat,Total,27,2602262
scenario2_perennialexpand_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,27,29211
scenario2_perennialexpand_alt,BHGR,Riparian landbird habitat,Black-headed Grosbeak,27,47023
scenario2_perennialexpand_alt,COYE,Riparian landbird habitat,Common Yellowthroat,27,508942
scenario2_perennialexpand_alt,LAZB,Riparian landbird habitat,Lazuli Bunting,27,410647
scenario2_perennialexpand_alt,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,27,16720
scenario2_perennialexpand_alt,SOSP,Riparian landbird habitat,Song Sparrow,27,1939389
scenario2_perennialexpand_alt,SPTO,Riparian landbird habitat,Spotted Towhee,27,748600
scenario2_perennialexpand_alt,YBCH,Riparian landbird habitat,Yellow-breasted Chat,27,7856
scenario2_perennialexpand_alt,YEWA,Riparian landbird habitat,Yellow Warbler,27,176081
scenario2_perennialexpand_alt,TOTAL,Riparian landbird habitat,Total,27,2597988
scenario3_combo_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,27,76541
scenario3_combo_alt,BHGR,Riparian landbird habitat,Black-headed Grosbeak,27,82635
scenario3_combo_alt,COYE,Riparian landbird habitat,Common Yellowthroat,27,571570
scenario3_combo_alt,LAZB,Riparian landbird habitat,Lazuli Bunting,27,438966
scenario3_combo_alt,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,27,61869
scenario3_combo_alt,SOSP,Riparian landbird habitat,Song Sparrow,27,1916788
scenario3_combo_alt,SPTO,Riparian landbird habitat,Spotted Towhee,27,824440
scenario3_combo_alt,YBCH,Riparian landbird habitat,Yellow-breasted Chat,27,10974
scenario3_combo_alt,YEWA,Riparian landbird habitat,Yellow Warbler,27,172071
scenario3_combo_alt,TOTAL,Riparian landbird habitat,Total,27,2630986
baseline,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,28,48763
baseline,BHGR,Riparian landbird habitat,Black-headed Grosbeak,28,65357
baseline,COYE,Riparian landbird habitat,Common Yellowthroat,28,440209
baseline,LAZB,Riparian landbird habitat,Lazuli Bunting,28,17649
baseline,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,28,14556
baseline,SOSP,Riparian landbird habitat,Song Sparrow,28,1612828
baseline,SPTO,Riparian landbird habitat,Spotted Towhee,28,459380
baseline,YBCH,Riparian landbird habitat,Yellow-breasted Chat,28,1458
baseline,YEWA,Riparian landbird habitat,Yellow Warbler,28,78081
baseline,TOTAL,Riparian landbird habitat,Total,28,1952763
scenario1_restoration,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,28,79641
scenario1_restoration,BHGR,Riparian landbird habitat,Black-headed Grosbeak,28,104615
scenario1_restoration,COYE,Riparian landbird habitat,Common Yellowthroat,28,487526
scenario1_restoration,LAZB,Riparian landbird habitat,Lazuli Bunting,28,27378
scenario1_restoration,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,28,44500
scenario1_restoration,SOSP,Riparian landbird habitat,Song Sparrow,28,1640190
scenario1_restoration,SPTO,Riparian landbird habitat,Spotted Towhee,28,518515
scenario1_restoration,YBCH,Riparian landbird habitat,Yellow-breasted Chat,28,1628
scenario1_restoration,YEWA,Riparian landbird habitat,Yellow Warbler,28,86181
scenario1_restoration,TOTAL,Riparian landbird habitat,Total,28,2032184
scenario2_perennialexpand_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,28,41739
scenario2_perennialexpand_alt,BHGR,Riparian landbird habitat,Black-headed Grosbeak,28,56978
scenario2_perennialexpand_alt,COYE,Riparian landbird habitat,Common Yellowthroat,28,422999
scenario2_perennialexpand_alt,LAZB,Riparian landbird habitat,Lazuli Bunting,28,16128
scenario2_perennialexpand_alt,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,28,11682
scenario2_perennialexpand_alt,SOSP,Riparian landbird habitat,Song Sparrow,28,1634900
scenario2_perennialexpand_alt,SPTO,Riparian landbird habitat,Spotted Towhee,28,607221
scenario2_perennialexpand_alt,YBCH,Riparian landbird habitat,Yellow-breasted Chat,28,338
scenario2_perennialexpand_alt,YEWA,Riparian landbird habitat,Yellow Warbler,28,73319
scenario2_perennialexpand_alt,TOTAL,Riparian landbird habitat,Total,28,2001588
scenario3_combo_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,28,77635
scenario3_combo_alt,BHGR,Riparian landbird habitat,Black-headed Grosbeak,28,99623
scenario3_combo_alt,COYE,Riparian landbird habitat,Common Yellowthroat,28,473058
scenario3_combo_alt,LAZB,Riparian landbird habitat,Lazuli Bunting,28,27058
scenario3_combo_alt,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,28,43699
scenario3_combo_alt,SOSP,Riparian landbird habitat,Song Sparrow,28,1660022
scenario3_combo_alt,SPTO,Riparian landbird habitat,Spotted Towhee,28,672424
scenario3_combo_alt,YBCH,Riparian landbird habitat,Yellow-breasted Chat,28,529
scenario3_combo_alt,YEWA,Riparian landbird habitat,Yellow Warbler,28,82946
scenario3_combo_alt,TOTAL,Riparian landbird habitat,Total,28,2079543
baseline,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,29,33728
baseline,BHGR,Riparian landbird habitat,Black-headed Grosbeak,29,33099
baseline,COYE,Riparian landbird habitat,Common Yellowthroat,29,779454
baseline,LAZB,Riparian landbird habitat,Lazuli Bunting,29,445761
baseline,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,29,16819
baseline,SOSP,Riparian landbird habitat,Song Sparrow,29,1029913
baseline,SPTO,Riparian landbird habitat,Spotted Towhee,29,216526
baseline,YBCH,Riparian landbird habitat,Yellow-breasted Chat,29,0
baseline,YEWA,Riparian landbird habitat,Yellow Warbler,29,166512
baseline,TOTAL,Riparian landbird habitat,Total,29,1880521
scenario1_restoration,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,29,75863
scenario1_restoration,BHGR,Riparian landbird habitat,Black-headed Grosbeak,29,50285
scenario1_restoration,COYE,Riparian landbird habitat,Common Yellowthroat,29,804538
scenario1_restoration,LAZB,Riparian landbird habitat,Lazuli Bunting,29,453215
scenario1_restoration,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,29,47367
scenario1_restoration,SOSP,Riparian landbird habitat,Song Sparrow,29,1073784
scenario1_restoration,SPTO,Riparian landbird habitat,Spotted Towhee,29,299133
scenario1_restoration,YBCH,Riparian landbird habitat,Yellow-breasted Chat,29,0
scenario1_restoration,YEWA,Riparian landbird habitat,Yellow Warbler,29,190729
scenario1_restoration,TOTAL,Riparian landbird habitat,Total,29,1970199
scenario2_perennialexpand_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,29,29030
scenario2_perennialexpand_alt,BHGR,Riparian landbird habitat,Black-headed Grosbeak,29,29071
scenario2_perennialexpand_alt,COYE,Riparian landbird habitat,Common Yellowthroat,29,763119
scenario2_perennialexpand_alt,LAZB,Riparian landbird habitat,Lazuli Bunting,29,443029
scenario2_perennialexpand_alt,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,29,13152
scenario2_perennialexpand_alt,SOSP,Riparian landbird habitat,Song Sparrow,29,969844
scenario2_perennialexpand_alt,SPTO,Riparian landbird habitat,Spotted Towhee,29,265687
scenario2_perennialexpand_alt,YBCH,Riparian landbird habitat,Yellow-breasted Chat,29,0
scenario2_perennialexpand_alt,YEWA,Riparian landbird habitat,Yellow Warbler,29,179426
scenario2_perennialexpand_alt,TOTAL,Riparian landbird habitat,Total,29,1869382
scenario3_combo_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,29,74864
scenario3_combo_alt,BHGR,Riparian landbird habitat,Black-headed Grosbeak,29,49036
scenario3_combo_alt,COYE,Riparian landbird habitat,Common Yellowthroat,29,781625
scenario3_combo_alt,LAZB,Riparian landbird habitat,Lazuli Bunting,29,451117
scenario3_combo_alt,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,29,43564
scenario3_combo_alt,SOSP,Riparian landbird habitat,Song Sparrow,29,1014792
scenario3_combo_alt,SPTO,Riparian landbird habitat,Spotted Towhee,29,359429
scenario3_combo_alt,YBCH,Riparian landbird habitat,Yellow-breasted Chat,29,0
scenario3_combo_alt,YEWA,Riparian landbird habitat,Yellow Warbler,29,201739
scenario3_combo_alt,TOTAL,Riparian landbird habitat,Total,29,1962233
baseline,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,30,60677
baseline,BHGR,Riparian landbird habitat,Black-headed Grosbeak,30,65070
baseline,COYE,Riparian landbird habitat,Common Yellowthroat,30,573541
baseline,LAZB,Riparian landbird habitat,Lazuli Bunting,30,17699
baseline,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,30,22416
baseline,SOSP,Riparian landbird habitat,Song Sparrow,30,1291137
baseline,SPTO,Riparian landbird habitat,Spotted Towhee,30,807142
baseline,YBCH,Riparian landbird habitat,Yellow-breasted Chat,30,34
baseline,YEWA,Riparian landbird habitat,Yellow Warbler,30,32898
baseline,TOTAL,Riparian landbird habitat,Total,30,2017276
scenario1_restoration,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,30,135210
scenario1_restoration,BHGR,Riparian landbird habitat,Black-headed Grosbeak,30,101646
scenario1_restoration,COYE,Riparian landbird habitat,Common Yellowthroat,30,621047
scenario1_restoration,LAZB,Riparian landbird habitat,Lazuli Bunting,30,17848
scenario1_restoration,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,30,57487
scenario1_restoration,SOSP,Riparian landbird habitat,Song Sparrow,30,1335270
scenario1_restoration,SPTO,Riparian landbird habitat,Spotted Towhee,30,887982
scenario1_restoration,YBCH,Riparian landbird habitat,Yellow-breasted Chat,30,37
scenario1_restoration,YEWA,Riparian landbird habitat,Yellow Warbler,30,42100
scenario1_restoration,TOTAL,Riparian landbird habitat,Total,30,2137282
scenario2_perennialexpand_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,30,45957
scenario2_perennialexpand_alt,BHGR,Riparian landbird habitat,Black-headed Grosbeak,30,63815
scenario2_perennialexpand_alt,COYE,Riparian landbird habitat,Common Yellowthroat,30,548227
scenario2_perennialexpand_alt,LAZB,Riparian landbird habitat,Lazuli Bunting,30,18223
scenario2_perennialexpand_alt,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,30,16635
scenario2_perennialexpand_alt,SOSP,Riparian landbird habitat,Song Sparrow,30,1233775
scenario2_perennialexpand_alt,SPTO,Riparian landbird habitat,Spotted Towhee,30,966312
scenario2_perennialexpand_alt,YBCH,Riparian landbird habitat,Yellow-breasted Chat,30,21
scenario2_perennialexpand_alt,YEWA,Riparian landbird habitat,Yellow Warbler,30,29333
scenario2_perennialexpand_alt,TOTAL,Riparian landbird habitat,Total,30,2052079
scenario3_combo_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,30,129081
scenario3_combo_alt,BHGR,Riparian landbird habitat,Black-headed Grosbeak,30,105643
scenario3_combo_alt,COYE,Riparian landbird habitat,Common Yellowthroat,30,597238
scenario3_combo_alt,LAZB,Riparian landbird habitat,Lazuli Bunting,30,17973
scenario3_combo_alt,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,30,51498
scenario3_combo_alt,SOSP,Riparian landbird habitat,Song Sparrow,30,1291181
scenario3_combo_alt,SPTO,Riparian landbird habitat,Spotted Towhee,30,1046002
scenario3_combo_alt,YBCH,Riparian landbird habitat,Yellow-breasted Chat,30,24
scenario3_combo_alt,YEWA,Riparian landbird habitat,Yellow Warbler,30,42071
scenario3_combo_alt,TOTAL,Riparian landbird habitat,Total,30,2172322
baseline,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,31,35021
baseline,BHGR,Riparian landbird habitat,Black-headed Grosbeak,31,40380
baseline,COYE,Riparian landbird habitat,Common Yellowthroat,31,559280
baseline,LAZB,Riparian landbird habitat,Lazuli Bunting,31,5989
baseline,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,31,30195
baseline,SOSP,Riparian landbird habitat,Song Sparrow,31,1172460
baseline,SPTO,Riparian landbird habitat,Spotted Towhee,31,378513
baseline,YBCH,Riparian landbird habitat,Yellow-breasted Chat,31,5449
baseline,YEWA,Riparian landbird habitat,Yellow Warbler,31,173423
baseline,TOTAL,Riparian landbird habitat,Total,31,1717634
scenario1_restoration,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,31,77422
scenario1_restoration,BHGR,Riparian landbird habitat,Black-headed Grosbeak,31,77476
scenario1_restoration,COYE,Riparian landbird habitat,Common Yellowthroat,31,594640
scenario1_restoration,LAZB,Riparian landbird habitat,Lazuli Bunting,31,9245
scenario1_restoration,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,31,71905
scenario1_restoration,SOSP,Riparian landbird habitat,Song Sparrow,31,1230117
scenario1_restoration,SPTO,Riparian landbird habitat,Spotted Towhee,31,486212
scenario1_restoration,YBCH,Riparian landbird habitat,Yellow-breasted Chat,31,5928
scenario1_restoration,YEWA,Riparian landbird habitat,Yellow Warbler,31,181000
scenario1_restoration,TOTAL,Riparian landbird habitat,Total,31,1826697
scenario2_perennialexpand_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,31,28082
scenario2_perennialexpand_alt,BHGR,Riparian landbird habitat,Black-headed Grosbeak,31,36955
scenario2_perennialexpand_alt,COYE,Riparian landbird habitat,Common Yellowthroat,31,542453
scenario2_perennialexpand_alt,LAZB,Riparian landbird habitat,Lazuli Bunting,31,5020
scenario2_perennialexpand_alt,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,31,23458
scenario2_perennialexpand_alt,SOSP,Riparian landbird habitat,Song Sparrow,31,1122647
scenario2_perennialexpand_alt,SPTO,Riparian landbird habitat,Spotted Towhee,31,474060
scenario2_perennialexpand_alt,YBCH,Riparian landbird habitat,Yellow-breasted Chat,31,4045
scenario2_perennialexpand_alt,YEWA,Riparian landbird habitat,Yellow Warbler,31,179856
scenario2_perennialexpand_alt,TOTAL,Riparian landbird habitat,Total,31,1715521
scenario3_combo_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,31,76453
scenario3_combo_alt,BHGR,Riparian landbird habitat,Black-headed Grosbeak,31,80092
scenario3_combo_alt,COYE,Riparian landbird habitat,Common Yellowthroat,31,576240
scenario3_combo_alt,LAZB,Riparian landbird habitat,Lazuli Bunting,31,9613
scenario3_combo_alt,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,31,64151
scenario3_combo_alt,SOSP,Riparian landbird habitat,Song Sparrow,31,1210543
scenario3_combo_alt,SPTO,Riparian landbird habitat,Spotted Towhee,31,608095
scenario3_combo_alt,YBCH,Riparian landbird habitat,Yellow-breasted Chat,31,4431
scenario3_combo_alt,YEWA,Riparian landbird habitat,Yellow Warbler,31,184978
scenario3_combo_alt,TOTAL,Riparian landbird habitat,Total,31,1854830
baseline,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,32,35433
baseline,BHGR,Riparian landbird habitat,Black-headed Grosbeak,32,76528
baseline,COYE,Riparian landbird habitat,Common Yellowthroat,32,408145
baseline,LAZB,Riparian landbird habitat,Lazuli Bunting,32,437436
baseline,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,32,18937
baseline,SOSP,Riparian landbird habitat,Song Sparrow,32,1271309
baseline,SPTO,Riparian landbird habitat,Spotted Towhee,32,266187
baseline,YBCH,Riparian landbird habitat,Yellow-breasted Chat,32,643
baseline,YEWA,Riparian landbird habitat,Yellow Warbler,32,107182
baseline,TOTAL,Riparian landbird habitat,Total,32,1975109
scenario1_restoration,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,32,71905
scenario1_restoration,BHGR,Riparian landbird habitat,Black-headed Grosbeak,32,106034
scenario1_restoration,COYE,Riparian landbird habitat,Common Yellowthroat,32,455701
scenario1_restoration,LAZB,Riparian landbird habitat,Lazuli Bunting,32,437436
scenario1_restoration,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,32,57530
scenario1_restoration,SOSP,Riparian landbird habitat,Song Sparrow,32,1341723
scenario1_restoration,SPTO,Riparian landbird habitat,Spotted Towhee,32,329166
scenario1_restoration,YBCH,Riparian landbird habitat,Yellow-breasted Chat,32,667
scenario1_restoration,YEWA,Riparian landbird habitat,Yellow Warbler,32,108420
scenario1_restoration,TOTAL,Riparian landbird habitat,Total,32,2095896
scenario2_perennialexpand_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,32,29253
scenario2_perennialexpand_alt,BHGR,Riparian landbird habitat,Black-headed Grosbeak,32,66027
scenario2_perennialexpand_alt,COYE,Riparian landbird habitat,Common Yellowthroat,32,384532
scenario2_perennialexpand_alt,LAZB,Riparian landbird habitat,Lazuli Bunting,32,437436
scenario2_perennialexpand_alt,NUWO,Riparian landbird habitat,Nuttall's Woodpecker,32,14513
scenario2_perennialexpand_alt,SOSP,Riparian landbird habitat,Song Sparrow,32,1206473
scenario2_perennialexpand_alt,SPTO,Riparian landbird habitat,Spotted Towhee,32,312868
scenario2_perennialexpand_alt,YBCH,Riparian landbird habitat,Yellow-breasted Chat,32,615
scenario2_perennialexpand_alt,YEWA,Riparian landbird habitat,Yellow Warbler,32,104792
scenario2_perennialexpand_alt,TOTAL,Riparian landbird habitat,Total,32,1946155
scenario3_combo_alt,ATFL,Riparian landbird habitat,Ash-throated Flycatcher,32,70365
scenario3_combo_alt,BHGR,Riparian landbird habitat,Black-headed Grosbeak,32,105012
scenario3_combo_alt,COYE,Riparian landbird habitat,Common Yellowthroat,32,433811
